,DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1, % Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
2375,16K040,P.S. 040 George W. Carver,4,2018,All Students,50,614,1,2.0,9,18.0,21,42.0,19,38.0,40,80.0
2376,16K040,P.S. 040 George W. Carver,5,2018,All Students,39,597,16,41.0,11,28.2,11,28.2,1,2.6,12,30.8
2378,16K057,J.H.S. 057 Whitelaw Reid,6,2018,All Students,44,594,15,34.1,14,31.8,7,15.9,8,18.2,15,34.1
2379,16K057,J.H.S. 057 Whitelaw Reid,7,2018,All Students,48,598,15,31.3,20,41.7,8,16.7,5,10.4,13,27.1
2380,16K057,J.H.S. 057 Whitelaw Reid,8,2018,All Students,63,593,16,25.4,28,44.4,18,28.6,1,1.6,19,30.2
2382,16K081,P.S. 081 Thaddeus Stevens,3,2018,All Students,36,589,13,36.1,13,36.1,10,27.8,0,0.0,10,27.8
2383,16K081,P.S. 081 Thaddeus Stevens,4,2018,All Students,41,594,9,22.0,18,43.9,10,24.4,4,9.8,14,34.1
2384,16K081,P.S. 081 Thaddeus Stevens,5,2018,All Students,37,594,18,48.6,16,43.2,3,8.1,0,0.0,3,8.1
2386,16K243,P.S. 243K- The Weeksville School,3,2018,All Students,35,597,8,22.9,10,28.6,15,42.9,2,5.7,17,48.6
2387,16K243,P.S. 243K- The Weeksville School,4,2018,All Students,27,593,6,22.2,15,55.6,5,18.5,1,3.7,6,22.2
2388,16K243,P.S. 243K- The Weeksville School,5,2018,All Students,35,592,18,51.4,11,31.4,3,8.6,3,8.6,6,17.1
2390,16K262,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,3,2018,All Students,34,606,3,8.8,11,32.4,14,41.2,6,17.6,20,58.8
2391,16K262,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,4,2018,All Students,32,605,3,9.4,9,28.1,11,34.4,9,28.1,20,62.5
2392,16K262,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,5,2018,All Students,25,598,10,40.0,4,16.0,7,28.0,4,16.0,11,44.0
2394,16K267,"M.S. 267 Math, Science & Technology",6,2018,All Students,82,591,36,43.9,28,34.1,11,13.4,7,8.5,18,22.0
2395,16K267,"M.S. 267 Math, Science & Technology",7,2018,All Students,63,599,20,31.7,21,33.3,14,22.2,8,12.7,22,34.9
2396,16K267,"M.S. 267 Math, Science & Technology",8,2018,All Students,60,599,11,18.3,24,40.0,17,28.3,8,13.3,25,41.7
2398,16K308,P.S. 308 Clara Cardwell,3,2018,All Students,25,581,12,48.0,10,40.0,3,12.0,0,0.0,3,12.0
2399,16K308,P.S. 308 Clara Cardwell,4,2018,All Students,18,586,10,55.6,3,16.7,3,16.7,2,11.1,5,27.8
2400,16K308,P.S. 308 Clara Cardwell,5,2018,All Students,19,593,10,52.6,4,21.1,4,21.1,1,5.3,5,26.3
2401,16K308,P.S. 308 Clara Cardwell,6,2018,All Students,22,580,16,72.7,4,18.2,0,0.0,2,9.1,2,9.1
2402,16K308,P.S. 308 Clara Cardwell,7,2018,All Students,36,588,21,58.3,9,25.0,5,13.9,1,2.8,6,16.7
2403,16K308,P.S. 308 Clara Cardwell,8,2018,All Students,47,593,14,29.8,20,42.6,10,21.3,3,6.4,13,27.7
2405,16K309,P.S. 309 The George E. Wibecan Preparatory Academy,3,2018,All Students,38,586,16,42.1,14,36.8,7,18.4,1,2.6,8,21.1
2406,16K309,P.S. 309 The George E. Wibecan Preparatory Academy,4,2018,All Students,21,585,10,47.6,7,33.3,3,14.3,1,4.8,4,19.0
2407,16K309,P.S. 309 The George E. Wibecan Preparatory Academy,5,2018,All Students,25,592,12,48.0,6,24.0,6,24.0,1,4.0,7,28.0
2409,16K335,P.S. 335 Granville T. Woods,3,2018,All Students,34,595,5,14.7,17,50.0,11,32.4,1,2.9,12,35.3
2410,16K335,P.S. 335 Granville T. Woods,4,2018,All Students,36,594,8,22.2,16,44.4,10,27.8,2,5.6,12,33.3
2411,16K335,P.S. 335 Granville T. Woods,5,2018,All Students,36,599,10,27.8,17,47.2,8,22.2,1,2.8,9,25.0
2413,16K627,Brighter Choice Community School,3,2018,All Students,40,601,9,22.5,9,22.5,19,47.5,3,7.5,22,55.0
2414,16K627,Brighter Choice Community School,4,2018,All Students,31,601,6,19.4,9,29.0,9,29.0,7,22.6,16,51.6
2415,16K627,Brighter Choice Community School,5,2018,All Students,38,600,8,21.1,17,44.7,10,26.3,3,7.9,13,34.2
2417,16K628,Brooklyn Brownstone School,3,2018,All Students,19,605,0,0.0,6,31.6,12,63.2,1,5.3,13,68.4
2418,16K628,Brooklyn Brownstone School,4,2018,All Students,25,605,1,4.0,13,52.0,7,28.0,4,16.0,11,44.0
2419,16K628,Brooklyn Brownstone School,5,2018,All Students,20,607,6,30.0,3,15.0,8,40.0,3,15.0,11,55.0
2421,16K681,Madiba Prep Middle School,6,2018,All Students,57,593,22,38.6,17,29.8,11,19.3,7,12.3,18,31.6
2422,16K681,Madiba Prep Middle School,7,2018,All Students,29,594,10,34.5,12,41.4,6,20.7,1,3.4,7,24.1
2423,16K681,Madiba Prep Middle School,8,2018,All Students,55,590,12,21.8,29,52.7,12,21.8,2,3.6,14,25.5
2425,17K002,Parkside Preparatory Academy,6,2018,All Students,152,593,64,42.1,31,20.4,38,25.0,19,12.5,57,37.5
2426,17K002,Parkside Preparatory Academy,7,2018,All Students,161,601,42,26.1,54,33.5,44,27.3,21,13.0,65,40.4
2427,17K002,Parkside Preparatory Academy,8,2018,All Students,150,603,19,12.7,46,30.7,49,32.7,36,24.0,85,56.7
2429,17K006,Norma Adams Clemons Academy,3,2018,All Students,120,589,33,27.5,59,49.2,27,22.5,1,0.8,28,23.3
2430,17K006,Norma Adams Clemons Academy,4,2018,All Students,119,584,57,47.9,42,35.3,16,13.4,4,3.4,20,16.8
2431,17K006,Norma Adams Clemons Academy,5,2018,All Students,95,594,42,44.2,35,36.8,13,13.7,5,5.3,18,18.9
2433,17K012,Dr. Jacqueline Peek-Davis School,3,2018,All Students,44,583,20,45.5,15,34.1,9,20.5,0,0.0,9,20.5
2434,17K012,Dr. Jacqueline Peek-Davis School,4,2018,All Students,29,604,1,3.4,12,41.4,11,37.9,5,17.2,16,55.2
2435,17K012,Dr. Jacqueline Peek-Davis School,5,2018,All Students,21,600,8,38.1,7,33.3,4,19.0,2,9.5,6,28.6
2437,17K061,M.S. 061 Dr. Gladstone H. Atwell,6,2018,All Students,170,596,55,32.4,56,32.9,28,16.5,31,18.2,59,34.7
2438,17K061,M.S. 061 Dr. Gladstone H. Atwell,7,2018,All Students,261,597,88,33.7,89,34.1,70,26.8,14,5.4,84,32.2
2439,17K061,M.S. 061 Dr. Gladstone H. Atwell,8,2018,All Students,239,599,36,15.1,101,42.3,65,27.2,37,15.5,102,42.7
2441,17K091,P.S. 091 The Albany Avenue School,3,2018,All Students,36,597,10,27.8,9,25.0,16,44.4,1,2.8,17,47.2
2442,17K091,P.S. 091 The Albany Avenue School,4,2018,All Students,42,604,7,16.7,10,23.8,19,45.2,6,14.3,25,59.5
2443,17K091,P.S. 091 The Albany Avenue School,5,2018,All Students,41,597,14,34.1,11,26.8,12,29.3,4,9.8,16,39.0
2445,17K092,P.S. 092 Adrian Hegeman,3,2018,All Students,56,591,19,33.9,20,35.7,15,26.8,2,3.6,17,30.4
2446,17K092,P.S. 092 Adrian Hegeman,4,2018,All Students,72,588,27,37.5,26,36.1,15,20.8,4,5.6,19,26.4
2447,17K092,P.S. 092 Adrian Hegeman,5,2018,All Students,63,593,31,49.2,14,22.2,13,20.6,5,7.9,18,28.6
2449,17K138,P.S. 138 Brooklyn,3,2018,All Students,45,609,2,4.4,6,13.3,36,80.0,1,2.2,37,82.2
2450,17K138,P.S. 138 Brooklyn,4,2018,All Students,54,612,2,3.7,10,18.5,27,50.0,15,27.8,42,77.8
2451,17K138,P.S. 138 Brooklyn,5,2018,All Students,73,604,21,28.8,15,20.5,19,26.0,18,24.7,37,50.7
2452,17K138,P.S. 138 Brooklyn,6,2018,All Students,69,596,23,33.3,19,27.5,14,20.3,13,18.8,27,39.1
2453,17K138,P.S. 138 Brooklyn,7,2018,All Students,66,596,23,34.8,25,37.9,14,21.2,4,6.1,18,27.3
2454,17K138,P.S. 138 Brooklyn,8,2018,All Students,75,601,8,10.7,31,41.3,28,37.3,8,10.7,36,48.0
2456,17K161,P.S. 161 The Crown,3,2018,All Students,50,595,11,22.0,16,32.0,21,42.0,2,4.0,23,46.0
2457,17K161,P.S. 161 The Crown,4,2018,All Students,61,593,16,26.2,29,47.5,13,21.3,3,4.9,16,26.2
2458,17K161,P.S. 161 The Crown,5,2018,All Students,57,593,26,45.6,19,33.3,10,17.5,2,3.5,12,21.1
2460,17K181,P.S. 181 Brooklyn,3,2018,All Students,57,588,22,38.6,17,29.8,18,31.6,0,0.0,18,31.6
2461,17K181,P.S. 181 Brooklyn,4,2018,All Students,72,591,20,27.8,32,44.4,16,22.2,4,5.6,20,27.8
2462,17K181,P.S. 181 Brooklyn,5,2018,All Students,83,591,43,51.8,27,32.5,10,12.0,3,3.6,13,15.7
2463,17K181,P.S. 181 Brooklyn,6,2018,All Students,68,593,26,38.2,22,32.4,12,17.6,8,11.8,20,29.4
2464,17K181,P.S. 181 Brooklyn,7,2018,All Students,70,599,13,18.6,32,45.7,24,34.3,1,1.4,25,35.7
2465,17K181,P.S. 181 Brooklyn,8,2018,All Students,78,603,5,6.4,28,35.9,29,37.2,16,20.5,45,57.7
2467,17K189,P.S. 189 The Bilingual Center,3,2018,All Students,123,603,17,13.8,32,26.0,62,50.4,12,9.8,74,60.2
2468,17K189,P.S. 189 The Bilingual Center,4,2018,All Students,95,606,11,11.6,27,28.4,26,27.4,31,32.6,57,60.0
2469,17K189,P.S. 189 The Bilingual Center,5,2018,All Students,101,602,31,30.7,27,26.7,29,28.7,14,13.9,43,42.6
2470,17K189,P.S. 189 The Bilingual Center,6,2018,All Students,105,607,16,15.2,23,21.9,22,21.0,44,41.9,66,62.9
2471,17K189,P.S. 189 The Bilingual Center,7,2018,All Students,133,608,14,10.5,41,30.8,55,41.4,23,17.3,78,58.6
2472,17K189,P.S. 189 The Bilingual Center,8,2018,All Students,103,610,3,2.9,21,20.4,44,42.7,35,34.0,79,76.7
2474,17K191,P.S. 191 Paul Robeson,3,2018,All Students,14,614,0,0.0,2,14.3,11,78.6,1,7.1,12,85.7
2475,17K191,P.S. 191 Paul Robeson,4,2018,All Students,16,617,1,6.3,0,0.0,8,50.0,7,43.8,15,93.8
2476,17K191,P.S. 191 Paul Robeson,5,2018,All Students,18,597,7,38.9,8,44.4,2,11.1,1,5.6,3,16.7
2478,17K221,P.S. 221 Toussaint L'Ouverture,3,2018,All Students,48,592,13,27.1,16,33.3,18,37.5,1,2.1,19,39.6
2479,17K221,P.S. 221 Toussaint L'Ouverture,4,2018,All Students,34,601,6,17.6,10,29.4,13,38.2,5,14.7,18,52.9
2480,17K221,P.S. 221 Toussaint L'Ouverture,5,2018,All Students,40,591,23,57.5,8,20.0,9,22.5,0,0.0,9,22.5
2482,17K241,P.S. 241 Emma L. Johnston,3,2018,All Students,78,600,12,15.4,23,29.5,42,53.8,1,1.3,43,55.1
2483,17K241,P.S. 241 Emma L. Johnston,4,2018,All Students,73,602,12,16.4,21,28.8,26,35.6,14,19.2,40,54.8
2484,17K241,P.S. 241 Emma L. Johnston,5,2018,All Students,85,604,24,28.2,22,25.9,22,25.9,17,20.0,39,45.9
2486,17K246,M.S. 246 Walt Whitman,6,2018,All Students,113,593,43,38.1,32,28.3,24,21.2,14,12.4,38,33.6
2487,17K246,M.S. 246 Walt Whitman,7,2018,All Students,122,594,45,36.9,52,42.6,20,16.4,5,4.1,25,20.5
2488,17K246,M.S. 246 Walt Whitman,8,2018,All Students,123,593,28,22.8,58,47.2,33,26.8,4,3.3,37,30.1
2490,17K249,P.S. 249 The Caton,3,2018,All Students,126,611,6,4.8,23,18.3,76,60.3,21,16.7,97,77.0
2491,17K249,P.S. 249 The Caton,4,2018,All Students,116,613,3,2.6,20,17.2,47,40.5,46,39.7,93,80.2
2492,17K249,P.S. 249 The Caton,5,2018,All Students,121,606,26,21.5,42,34.7,34,28.1,19,15.7,53,43.8
2494,17K289,P.S. 289 George V. Brower,3,2018,All Students,56,594,11,19.6,25,44.6,18,32.1,2,3.6,20,35.7
2495,17K289,P.S. 289 George V. Brower,4,2018,All Students,55,606,5,9.1,19,34.5,12,21.8,19,34.5,31,56.4
2496,17K289,P.S. 289 George V. Brower,5,2018,All Students,56,608,10,17.9,15,26.8,16,28.6,15,26.8,31,55.4
2498,17K316,P.S. 316 Elijah Stroud,3,2018,All Students,77,609,4,5.2,22,28.6,39,50.6,12,15.6,51,66.2
2499,17K316,P.S. 316 Elijah Stroud,4,2018,All Students,55,612,0,0.0,22,40.0,13,23.6,20,36.4,33,60.0
2500,17K316,P.S. 316 Elijah Stroud,5,2018,All Students,50,599,20,40.0,16,32.0,9,18.0,5,10.0,14,28.0
2502,17K340,I.S. 340,6,2018,All Students,52,603,12,23.1,6,11.5,22,42.3,12,23.1,34,65.4
2503,17K340,I.S. 340,7,2018,All Students,80,601,20,25.0,34,42.5,17,21.3,9,11.3,26,32.5
2504,17K340,I.S. 340,8,2018,All Students,66,605,2,3.0,25,37.9,30,45.5,9,13.6,39,59.1
2506,17K352,Ebbets Field Middle School,6,2018,All Students,39,581,30,76.9,4,10.3,4,10.3,1,2.6,5,12.8
2507,17K352,Ebbets Field Middle School,7,2018,All Students,44,591,21,47.7,12,27.3,9,20.5,2,4.5,11,25.0
2508,17K352,Ebbets Field Middle School,8,2018,All Students,57,591,20,35.1,19,33.3,13,22.8,5,8.8,18,31.6
2510,17K353,Elijah Stroud Middle School,6,2018,All Students,42,595,17,40.5,11,26.2,8,19.0,6,14.3,14,33.3
2511,17K353,Elijah Stroud Middle School,7,2018,All Students,45,595,16,35.6,15,33.3,13,28.9,1,2.2,14,31.1
2512,17K353,Elijah Stroud Middle School,8,2018,All Students,40,597,5,12.5,22,55.0,11,27.5,2,5.0,13,32.5
2514,17K354,The School of Integrated Learning,6,2018,All Students,112,606,16,14.3,27,24.1,25,22.3,44,39.3,69,61.6
2515,17K354,The School of Integrated Learning,7,2018,All Students,51,603,11,21.6,16,31.4,18,35.3,6,11.8,24,47.1
2516,17K354,The School of Integrated Learning,8,2018,All Students,56,599,10,17.9,23,41.1,13,23.2,10,17.9,23,41.1
2518,17K375,P.S. 375 Jackie Robinson School,3,2018,All Students,51,594,12,23.5,22,43.1,15,29.4,2,3.9,17,33.3
2519,17K375,P.S. 375 Jackie Robinson School,4,2018,All Students,69,594,19,27.5,28,40.6,15,21.7,7,10.1,22,31.9
2520,17K375,P.S. 375 Jackie Robinson School,5,2018,All Students,72,596,21,29.2,30,41.7,19,26.4,2,2.8,21,29.2
2522,17K382,Academy for College Preparation and Career Explora,6,2018,All Students,30,594,10,33.3,14,46.7,2,6.7,4,13.3,6,20.0
2523,17K382,Academy for College Preparation and Career Explora,7,2018,All Students,49,594,21,42.9,17,34.7,10,20.4,1,2.0,11,22.4
2524,17K382,Academy for College Preparation and Career Explora,8,2018,All Students,40,592,8,20.0,20,50.0,11,27.5,1,2.5,12,30.0
2526,17K394,M.S. K394,3,2018,All Students,31,595,4,12.9,18,58.1,9,29.0,0,0.0,9,29.0
2527,17K394,M.S. K394,4,2018,All Students,34,594,12,35.3,10,29.4,7,20.6,5,14.7,12,35.3
2528,17K394,M.S. K394,5,2018,All Students,53,596,18,34.0,24,45.3,8,15.1,3,5.7,11,20.8
2529,17K394,M.S. K394,6,2018,All Students,50,593,24,48.0,11,22.0,6,12.0,9,18.0,15,30.0
2530,17K394,M.S. K394,7,2018,All Students,50,602,11,22.0,15,30.0,20,40.0,4,8.0,24,48.0
2531,17K394,M.S. K394,8,2018,All Students,50,599,7,14.0,21,42.0,11,22.0,11,22.0,22,44.0
2533,17K397,P.S. 397 Foster-Laurie,3,2018,All Students,32,601,5,15.6,9,28.1,17,53.1,1,3.1,18,56.3
2534,17K397,P.S. 397 Foster-Laurie,4,2018,All Students,20,605,2,10.0,5,25.0,9,45.0,4,20.0,13,65.0
2535,17K397,P.S. 397 Foster-Laurie,5,2018,All Students,40,603,10,25.0,15,37.5,9,22.5,6,15.0,15,37.5
2537,17K398,P.S. 398 Walter Weaver,3,2018,All Students,43,590,10,23.3,23,53.5,10,23.3,0,0.0,10,23.3
2538,17K398,P.S. 398 Walter Weaver,4,2018,All Students,42,594,8,19.0,23,54.8,5,11.9,6,14.3,11,26.2
2539,17K398,P.S. 398 Walter Weaver,5,2018,All Students,32,593,13,40.6,17,53.1,2,6.3,0,0.0,2,6.3
2541,17K399,P.S. 399 Stanley Eugene Clark,3,2018,All Students,65,597,12,18.5,26,40.0,25,38.5,2,3.1,27,41.5
2542,17K399,P.S. 399 Stanley Eugene Clark,4,2018,All Students,68,594,16,23.5,28,41.2,18,26.5,6,8.8,24,35.3
2543,17K399,P.S. 399 Stanley Eugene Clark,5,2018,All Students,71,597,27,38.0,26,36.6,10,14.1,8,11.3,18,25.4
2545,17K484,Ronald Edmonds Learning Center II,6,2018,All Students,43,604,9,20.9,13,30.2,6,14.0,15,34.9,21,48.8
2546,17K484,Ronald Edmonds Learning Center II,7,2018,All Students,43,601,8,18.6,20,46.5,12,27.9,3,7.0,15,34.9
2547,17K484,Ronald Edmonds Learning Center II,8,2018,All Students,38,597,5,13.2,21,55.3,9,23.7,3,7.9,12,31.6
2549,17K531,"School for Human Rights, The",7,2018,All Students,20,603,4,20.0,7,35.0,9,45.0,0,0.0,9,45.0
2550,17K531,"School for Human Rights, The",8,2018,All Students,24,596,2,8.3,16,66.7,6,25.0,0,0.0,6,25.0
2552,17K532,New Bridges Elementary,3,2018,All Students,64,593,12,18.8,31,48.4,19,29.7,2,3.1,21,32.8
2553,17K532,New Bridges Elementary,4,2018,All Students,52,597,12,23.1,16,30.8,18,34.6,6,11.5,24,46.2
2554,17K532,New Bridges Elementary,5,2018,All Students,52,592,25,48.1,16,30.8,8,15.4,3,5.8,11,21.2
2556,17K543,"Science, Technology and Research Early College Hig",6,2018,All Students,57,615,1,1.8,6,10.5,15,26.3,35,61.4,50,87.7
2557,17K543,"Science, Technology and Research Early College Hig",7,2018,All Students,55,611,0,0.0,20,36.4,28,50.9,7,12.7,35,63.6
2558,17K543,"Science, Technology and Research Early College Hig",8,2018,All Students,60,608,1,1.7,14,23.3,34,56.7,11,18.3,45,75.0
2560,17K590,Medgar Evers College Preparatory School,6,2018,All Students,147,617,1,0.7,20,13.6,30,20.4,96,65.3,126,85.7
2561,17K590,Medgar Evers College Preparatory School,7,2018,All Students,110,617,3,2.7,17,15.5,58,52.7,32,29.1,90,81.8
2562,17K590,Medgar Evers College Preparatory School,8,2018,All Students,87,621,0,0.0,6,6.9,25,28.7,56,64.4,81,93.1
2564,17K705,Brooklyn Arts and Science Elementary School,3,2018,All Students,46,595,7,15.2,25,54.3,13,28.3,1,2.2,14,30.4
2565,17K705,Brooklyn Arts and Science Elementary School,4,2018,All Students,50,591,20,40.0,15,30.0,9,18.0,6,12.0,15,30.0
2566,17K705,Brooklyn Arts and Science Elementary School,5,2018,All Students,39,589,24,61.5,9,23.1,6,15.4,0,0.0,6,15.4
2568,17K722,New Heights Middle School,6,2018,All Students,90,591,41,45.6,26,28.9,12,13.3,11,12.2,23,25.6
2569,17K722,New Heights Middle School,7,2018,All Students,64,593,28,43.8,21,32.8,12,18.8,3,4.7,15,23.4
2570,17K722,New Heights Middle School,8,2018,All Students,61,593,17,27.9,32,52.5,7,11.5,5,8.2,12,19.7
2572,17K770,P.S. 770 New American Academy,3,2018,All Students,39,603,3,7.7,14,35.9,19,48.7,3,7.7,22,56.4
2573,17K770,P.S. 770 New American Academy,4,2018,All Students,29,599,4,13.8,12,41.4,10,34.5,3,10.3,13,44.8
2574,17K770,P.S. 770 New American Academy,5,2018,All Students,15,592,7,46.7,6,40.0,1,6.7,1,6.7,2,13.3
2576,18K066,P.S. 66,3,2018,All Students,70,600,6,8.6,28,40.0,34,48.6,2,2.9,36,51.4
2577,18K066,P.S. 66,4,2018,All Students,77,602,10,13.0,26,33.8,27,35.1,14,18.2,41,53.2
2578,18K066,P.S. 66,5,2018,All Students,93,601,29,31.2,33,35.5,24,25.8,7,7.5,31,33.3
2579,18K066,P.S. 66,6,2018,All Students,116,593,49,42.2,29,25.0,30,25.9,8,6.9,38,32.8
2580,18K066,P.S. 66,7,2018,All Students,105,599,25,23.8,48,45.7,27,25.7,5,4.8,32,30.5
2581,18K066,P.S. 66,8,2018,All Students,99,603,5,5.1,33,33.3,48,48.5,13,13.1,61,61.6
2583,18K068,I.S. 068 Isaac Bildersee,6,2018,All Students,65,585,34,52.3,18,27.7,8,12.3,5,7.7,13,20.0
2584,18K068,I.S. 068 Isaac Bildersee,7,2018,All Students,105,592,47,44.8,38,36.2,17,16.2,3,2.9,20,19.0
2585,18K068,I.S. 068 Isaac Bildersee,8,2018,All Students,127,592,31,24.4,72,56.7,15,11.8,9,7.1,24,18.9
2587,18K114,P.S. 114 Ryder Elementary,3,2018,All Students,68,596,14,20.6,25,36.8,29,42.6,0,0.0,29,42.6
2588,18K114,P.S. 114 Ryder Elementary,4,2018,All Students,61,606,2,3.3,24,39.3,21,34.4,14,23.0,35,57.4
2589,18K114,P.S. 114 Ryder Elementary,5,2018,All Students,66,598,23,34.8,23,34.8,17,25.8,3,4.5,20,30.3
2591,18K115,P.S. 115 Daniel Mucatel School,3,2018,All Students,137,599,26,19.0,46,33.6,52,38.0,13,9.5,65,47.4
2592,18K115,P.S. 115 Daniel Mucatel School,4,2018,All Students,135,598,27,20.0,51,37.8,45,33.3,12,8.9,57,42.2
2593,18K115,P.S. 115 Daniel Mucatel School,5,2018,All Students,139,601,48,34.5,37,26.6,28,20.1,26,18.7,54,38.8
2595,18K135,P.S. 135 Sheldon A. Brookner,3,2018,All Students,105,594,24,22.9,41,39.0,40,38.1,0,0.0,40,38.1
2596,18K135,P.S. 135 Sheldon A. Brookner,4,2018,All Students,88,598,19,21.6,36,40.9,19,21.6,14,15.9,33,37.5
2597,18K135,P.S. 135 Sheldon A. Brookner,5,2018,All Students,107,596,42,39.3,42,39.3,21,19.6,2,1.9,23,21.5
2599,18K208,P.S. 208 Elsa Ebeling,3,2018,All Students,41,592,10,24.4,22,53.7,8,19.5,1,2.4,9,22.0
2600,18K208,P.S. 208 Elsa Ebeling,4,2018,All Students,58,593,14,24.1,30,51.7,11,19.0,3,5.2,14,24.1
2601,18K208,P.S. 208 Elsa Ebeling,5,2018,All Students,68,594,28,41.2,28,41.2,8,11.8,4,5.9,12,17.6
2603,18K211,I.S. 211 John Wilson,6,2018,All Students,122,591,52,42.6,32,26.2,26,21.3,12,9.8,38,31.1
2604,18K211,I.S. 211 John Wilson,7,2018,All Students,174,595,64,36.8,68,39.1,37,21.3,5,2.9,42,24.1
2605,18K211,I.S. 211 John Wilson,8,2018,All Students,170,599,28,16.5,63,37.1,56,32.9,23,13.5,79,46.5
2607,18K219,P.S. 219 Kennedy-King,3,2018,All Students,74,592,17,23.0,37,50.0,19,25.7,1,1.4,20,27.0
2608,18K219,P.S. 219 Kennedy-King,4,2018,All Students,54,597,14,25.9,17,31.5,15,27.8,8,14.8,23,42.6
2609,18K219,P.S. 219 Kennedy-King,5,2018,All Students,87,595,38,43.7,32,36.8,12,13.8,5,5.7,17,19.5
2611,18K233,P.S. 233 Langston Hughes,3,2018,All Students,46,601,5,10.9,17,37.0,23,50.0,1,2.2,24,52.2
2612,18K233,P.S. 233 Langston Hughes,4,2018,All Students,73,597,15,20.5,31,42.5,20,27.4,7,9.6,27,37.0
2613,18K233,P.S. 233 Langston Hughes,5,2018,All Students,65,597,23,35.4,25,38.5,14,21.5,3,4.6,17,26.2
2615,18K235,P.S. 235 Janice Marie Knight School,3,2018,All Students,173,602,30,17.3,54,31.2,73,42.2,16,9.2,89,51.4
2616,18K235,P.S. 235 Janice Marie Knight School,4,2018,All Students,135,609,14,10.4,34,25.2,41,30.4,46,34.1,87,64.4
2617,18K235,P.S. 235 Janice Marie Knight School,5,2018,All Students,135,603,33,24.4,47,34.8,38,28.1,17,12.6,55,40.7
2618,18K235,P.S. 235 Janice Marie Knight School,6,2018,All Students,124,620,1,0.8,8,6.5,24,19.4,91,73.4,115,92.7
2619,18K235,P.S. 235 Janice Marie Knight School,7,2018,All Students,94,622,7,7.4,3,3.2,37,39.4,47,50.0,84,89.4
2620,18K235,P.S. 235 Janice Marie Knight School,8,2018,All Students,90,625,1,1.1,1,1.1,19,21.1,69,76.7,88,97.8
2622,18K244,P.S. 244 Richard R. Green,3,2018,All Students,77,600,13,16.9,23,29.9,35,45.5,6,7.8,41,53.2
2623,18K244,P.S. 244 Richard R. Green,4,2018,All Students,83,602,14,16.9,27,32.5,22,26.5,20,24.1,42,50.6
2624,18K244,P.S. 244 Richard R. Green,5,2018,All Students,91,602,26,28.6,25,27.5,27,29.7,13,14.3,40,44.0
2626,18K268,P.S. 268 Emma Lazarus,3,2018,All Students,49,595,9,18.4,24,49.0,13,26.5,3,6.1,16,32.7
2627,18K268,P.S. 268 Emma Lazarus,4,2018,All Students,49,601,9,18.4,19,38.8,12,24.5,9,18.4,21,42.9
2628,18K268,P.S. 268 Emma Lazarus,5,2018,All Students,61,592,27,44.3,22,36.1,11,18.0,1,1.6,12,19.7
2630,18K272,P.S. 272 Curtis Estabrook,3,2018,All Students,71,584,27,38.0,38,53.5,6,8.5,0,0.0,6,8.5
2631,18K272,P.S. 272 Curtis Estabrook,4,2018,All Students,61,590,12,19.7,42,68.9,6,9.8,1,1.6,7,11.5
2632,18K272,P.S. 272 Curtis Estabrook,5,2018,All Students,68,592,35,51.5,14,20.6,17,25.0,2,2.9,19,27.9
2634,18K276,P.S. 276 Louis Marshall,3,2018,All Students,71,594,17,23.9,29,40.8,22,31.0,3,4.2,25,35.2
2635,18K276,P.S. 276 Louis Marshall,4,2018,All Students,99,592,39,39.4,33,33.3,14,14.1,13,13.1,27,27.3
2636,18K276,P.S. 276 Louis Marshall,5,2018,All Students,77,596,31,40.3,28,36.4,13,16.9,5,6.5,18,23.4
2638,18K279,P.S. 279 Herman Schreiber,3,2018,All Students,54,594,15,27.8,18,33.3,21,38.9,0,0.0,21,38.9
2639,18K279,P.S. 279 Herman Schreiber,4,2018,All Students,61,597,13,21.3,21,34.4,21,34.4,6,9.8,27,44.3
2640,18K279,P.S. 279 Herman Schreiber,5,2018,All Students,58,601,18,31.0,17,29.3,13,22.4,10,17.2,23,39.7
2642,18K285,I.S. 285 Meyer Levin,6,2018,All Students,218,594,83,38.1,59,27.1,44,20.2,32,14.7,76,34.9
2643,18K285,I.S. 285 Meyer Levin,7,2018,All Students,205,599,53,25.9,81,39.5,65,31.7,6,2.9,71,34.6
2644,18K285,I.S. 285 Meyer Levin,8,2018,All Students,169,600,20,11.8,76,45.0,46,27.2,27,16.0,73,43.2
2646,18K366,The Science And Medicine Middle School,6,2018,All Students,134,591,53,39.6,48,35.8,18,13.4,15,11.2,33,24.6
2647,18K366,The Science And Medicine Middle School,7,2018,All Students,117,597,33,28.2,55,47.0,25,21.4,4,3.4,29,24.8
2648,18K366,The Science And Medicine Middle School,8,2018,All Students,126,600,17,13.5,55,43.7,36,28.6,18,14.3,54,42.9
2650,18K581,East Flatbush Community Research School,6,2018,All Students,34,588,15,44.1,11,32.4,5,14.7,3,8.8,8,23.5
2651,18K581,East Flatbush Community Research School,7,2018,All Students,54,590,24,44.4,21,38.9,8,14.8,1,1.9,9,16.7
