,Ats System Code,Location Code,Location Name,Beds Number,Managed By Name,Location Type Description,School Type,Offers Kindergarten Classes,Has A Pre-K,Grades Offered,Date The School Building Opened,Year The School Building Opened,Age of The School Building,X Coordinate,Y Coordinate,Community District,Council District,Census Tract,Borough Block Lot,NTA,Neighborhood,Principal,Geographical District Code,Admin District Location Code,Lat,Lon,Pre-K Seats Available,Pre-K Applicants,Pre-K offers,Pre-K Admissions Rate,Kindergarten Seats Available,Kindergarten Applicants,Kindergarten offers,Kindergarten Admissions Rate,Grade 6 Seats Available,Grade 6 Applicants,Grade 6 offers,Grade 6 Admissions Rate,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 offers,Grade 9 Admissions Rate, Pre-K Total Enrollment Including Half Day And Full Day,Number of Female Students in Pre-K,Percentage of Female Students in Pre-K,Number of Male Students in Pre-K,Percentage of Male Students in Pre-K,Number of Asian Students in Pre-K,Percentage of Asian Students in Pre-K,Number of Black Students in Pre-K,Percentage of Black Students in Pre-K,Number of Hispanic Students in Pre-K,Percentage of Hispanic Students in Pre-K,Number of Students with a Race listed as Other in Pre-K,Percentage of Students with a Race listed as Other in Pre-K,Number of White Students in Pre-K,Percentage of White Students in Pre-K,Number of K Through 8 Students Who Passed The State English Language Arts Exams,Percentage of K Through 8 Students Who Passed The State English Language Arts Exams,Number of K Through 8 Students Who Passed The State Math Exam,Percentage of K Through 8 Students Who Passed The State Math Exam,Does the Schol Have A Gifted And Talented Program,Total Number of Removals and Suspensions,Kindergarten General Education Average Class Size,Kindergarten Integrated Co-Teaching And Gifted and Talented Average Class Size ,Kindergarten Gifted and Talented Average Class Size ,Kindergarten Integrated Co-Teaching Average Class Size ,Full Time Licensed Pe Teachers,Type of Physical Education Space,Is Physical Education Space Shared With Other Schools,Is the Physical Education Space Inside or Outside,Is Physical Education Space Space Used For Any Other Purpose Beside Physical Education,Does the School have an Auditorium,Does the School have a Library,"Total Number of Teachers, Administrators and Support Staff",Total Expense Budget,PTA Funding,PTA Funding Per Student,Total Enrollment,Number of Students In Grade K,Number of Students In Grade 1,Number of Students In Grade 2,Number of Students In Grade 3,Number of Students In Grade 4,Number of Students In Grade 5,Number of Students In Grade 6,Number of Students In Grade 7,Number of Students In Grade 8,Number of Students In Grade 9,Number of Students In Grade 10,Number of Students In Grade 11,Number of Students In Grade 12,Number of Female Students,Percentage of Female Students,Number of Male Students,Percentage of Male Students,Number of Asian Students,Percentage of Asian Students,Number of Black Students,Percentage of Black Students,Number of Hispanic Students,Percentage of Hispanic Students,Number of Multiple Race Categories Not Represented,Percentage of Multiple Race Categories Not Represented,Number of White Students,Percentage of White Students,Number of Students With Disabilities,Percentage of Students With Disabilities,Number of English Language Learners,Percentage of English Language Learners,Number of Students In Poverty,Percentage of  Students In Poverty,Economic Need Index,Average Daily Breakfast Participation,Average Daily Lunch Participation,Number of Salad Bars,Elementary Admissions Methods,Elementary School Admissions Methods Description,Does the School have a Gifted and Talented Program in Kindergarten,Did The School Make offers To Students Who Live Outside The Zone,Type of Dual Language Programs,Phone Number,Address,Number of Guidance Counselors,Number of Social Workers,Is the School Co Located,How Accessible is the School,All Four Arts Disciplines Provided to Grades 1 through 5
689,29Q138,Q138,P.S./M.S. 138 Sunrise,343000000000.0,DOE,General Academic,K-8,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, 6, 7, 8, SE",7/1/1931,1931,87,1057956,179799,413,31,66000,4135780001,QN05,Rosedale                                                                   ,James Mc Enaney,29,Q829,40.659876000000004,-73.734342,54,81,33,41%,75,100,82,82%,120,246,108,0.43902439,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,50,27,54%,23,46%,6,12%,32,64%,8,16%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,161,33%,76,17%,No,10,22,0,0,15,1,Dance Room,N,Inside,N,Yes,Yes,76,"$7,346,796",$0,$0,763,64,61,68,61,47,73,119,116,104,0,0,0,0,358,47%,405,53%,23,3%,615,81%,85,11%,16,2%,24,3%,132,17%,40,5%,600,79%,61%,492,551,2,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,929-600-5777,"251-11 WELLER AVENUE, QUEENS NY 11422",1,1,No,Partially Accessible,Yes
690,29Q147,Q147,P.S./M.S. 147 Ronald McNair,343000000000.0,DOE,General Academic,K-8,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, 6, 7, 8, SE",7/1/1930,1930,88,1056306,193694,413,27,59800,4113000001,QN33,Cambria Heights                                                            ,Afua Hill,29,Q829,40.698028,-73.74014,10,61,10,16%,50,99,52,53%,80,229,93,0.406113537,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,17,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,14,82%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,119,32%,66,18%,No,26,25,0,0,19,2,Gymnasium,Y,Inside,N,Yes,No,67,"$6,508,122",$0,$0,593,44,56,56,42,67,87,76,69,79,0,0,0,0,288,49%,305,51%,13,2%,528,89%,39,7%,7,1%,6,1%,107,18%,31,5%,429,72%,55%,53,443,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,None,718-528-2420,"218-01 116 AVENUE, QUEENS NY 11411",1,0,Yes,Partially Accessible,No
691,29Q156,Q156,P.S. 156 Laurelton,343000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1931,1931,87,1055450,184303,413,31,64600,4131700012,QN66,Laurelton                                                                  ,Estelle Moore,29,Q829,40.672259000000004,-73.74332700000001,18,89,18,20%,50,104,41,39%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,18,10,56%,8,44%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,18,100%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,32,26%,27,22%,No,Redacted For Privacy Concerns,14,0,0,0,1,Gymnasium,Y,Inside,N,Yes,Yes,26,"$3,170,174",$0,$0,260,29,34,50,44,38,47,0,0,0,0,0,0,0,126,48%,134,52%,6,2%,236,91%,13,5%,3,1%,2,1%,31,12%,10,4%,189,73%,63%,82,194,3,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-528-9173,"229-02 137 AVENUE, QUEENS NY 11413",0,0,Yes,Not Accessible,Yes
692,29Q176,Q176,P.S. 176 Cambria Heights,343000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1949,1949,69,1059347,188952,413,27,61400,4128200001,QN33,Cambria Heights                                                            ,Arlene Bartlett,29,Q829,40.684987,-73.729226,54,199,54,27%,125,387,127,33%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,47,22,47%,25,53%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,18,38%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,26,55%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,199,61%,188,57%,Yes,Redacted For Privacy Concerns,24,0,23,24,1,Gymnasium,N,Inside,N,Yes,Yes,59,"$6,025,555",$0,$0,716,118,102,95,103,116,135,0,0,0,0,0,0,0,373,52%,343,48%,37,5%,504,70%,37,5%,134,19%,4,1%,63,9%,6,1%,548,77%,43%,222,540,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",Yes,Yes,None,718-525-4057,"120-45 235 STREET, QUEENS NY 11411",0,1,No,Not Accessible,Yes
693,29Q181,Q181,P.S. 181 Brookfield,343000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1964,1964,54,1052798,178253,413,31,69400,4137180001,QN03,Springfield Gardens South-Brookville                                       ,Dina Wheeler,29,Q829,40.655674,-73.752948,36,57,24,42%,40,87,34,39%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,19,10,53%,9,47%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,16,84%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,73,50%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,No,7,21,0,0,23,1,Multi-Purpose Classroom,N,Inside,Y,Yes,No,53,"$4,549,662",$0,$0,326,47,53,51,56,52,48,0,0,0,0,0,0,0,155,48%,171,52%,7,2%,259,79%,39,12%,20,6%,1,0%,87,27%,11,3%,237,73%,63%,197,289,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,None,718-528-5807,"148-15 230 STREET, QUEENS NY 11413",1,0,No,Not Accessible,No
694,29Q195,Q195,P.S. 195 William Haberle,343000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1964,1964,54,1057610,177162,413,31,66400,4136550001,QN05,Rosedale                                                                   ,Beryl Bailey,29,Q829,40.652640999999996,-73.735618,72,75,42,56%,75,90,56,62%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,54,28,52%,26,48%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,45,83%,6,11%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,81,33%,43,18%,No,11,27,0,0,28,1,Multi-Purpose Non Classroom,N,Inside,Y,Yes,No,60,"$6,943,111",$0,$0,564,83,78,87,80,85,97,0,0,0,0,0,0,0,288,51%,276,49%,7,1%,512,91%,35,6%,8,1%,2,0%,89,16%,12,2%,476,84%,57%,186,424,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-723-0313,"253-50 149 AVENUE, QUEENS NY 11422",1,1,No,Not Accessible,Yes
695,29Q208,Q208,P.S./I.S. 208,343000000000.0,DOE,General Academic,K-8,Yes,No,"K, 1, 2, 3, 4, 5, 6, 7, 8, SE",2/25/2003,2003,15,1059722,210554,413,23,156700,4078700070,QN43,Bellerose                                                                  ,James Philemy,26,Q829,40.744276,-73.727632,No Pre K,No Pre K,No Pre K,No Pre K,75,204,64,31%,83,668,91,0.136227545,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,281,56%,208,45%,No,7,18,0,0,20,3,Dance Room,Y,Inside,N,No,No,65,"$6,069,404","$36,661",$52,707,62,64,66,75,74,79,93,92,102,0,0,0,0,359,51%,348,49%,55,8%,526,74%,94,13%,24,3%,8,1%,132,19%,3,0%,324,46%,32%,112,397,4,Non-Zoned,No preference for kids who live in the zone,No,No Data,None,718-468-6420,"74-30 COMMONWEALTH BLVD, QUEENS NY 11426",1,0,Yes,Fully Accessible,No
696,29Q251,Q251,P.S. 251 Queens,343000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1973,1973,45,1051000,181576,413,31,32000,4133310001,QN03,Springfield Gardens South-Brookville                                       ,Relda Barry Grant,29,Q829,40.664809000000005,-73.759396,36,93,20,22%,50,155,46,30%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,27,17,63%,10,37%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,24,89%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,68,43%,61,40%,No,43,23,0,0,24,1,Multi-Purpose Non Classroom,N,Inside,Y,No,Yes,41,"$3,824,667",$0,$0,339,51,41,48,54,57,61,0,0,0,0,0,0,0,162,48%,177,52%,19,6%,284,84%,26,8%,6,2%,4,1%,71,21%,2,1%,255,75%,54%,120,234,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,None,718-276-2745,"144-51 ARTHUR STREET, QUEENS NY 11413",0,0,Yes,Not Accessible,No
697,29Q268,Q268,P.S./I.S. 268,343000000000.0,DOE,General Academic,K-8,Yes,No,"K, 1, 2, 3, 4, 5, 6, 7, 8, SE",7/1/2003,2003,15,1043800,197165,412,27,44400,4102150001,QN61,Jamaica                                                                    ,Lissa Grant Stewart,29,Q829,40.707648,-73.78520999999999,No Pre K,No Pre K,No Pre K,No Pre K,75,208,68,33%,74,465,83,0.178494624,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,181,47%,126,35%,No,6,25,0,0,25,1,Dance Room,Y,Inside,N,Yes,Yes,67,"$5,643,953",$0,$0,632,78,75,75,65,68,88,60,62,61,0,0,0,0,311,49%,321,51%,176,28%,180,28%,203,32%,59,9%,14,2%,88,14%,104,16%,494,78%,70%,116,324,2,Non-Zoned,No preference for kids who live in the zone,No,No Data,None,718-206-3240,"92-07 175 STREET, QUEENS NY 11433",1,0,Yes,Fully Accessible,No
698,29Q270,Q270,The Gordon Parks School,343000000000.0,DOE,General Academic,K-8,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, 6, 7, 8, SE",7/1/2003,2003,15,1057415,185333,413,31,61800,4129730001,QN66,Laurelton                                                                  ,Chayvonne Harper,29,Q829,40.67507,-73.736232,18,128,18,14%,50,169,46,27%,95,512,107,0.208984375,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,18,10,56%,8,44%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,16,89%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,253,46%,196,36%,No,0,20,0,0,18,1,Dance Room,Y,Inside,N,Yes,Yes,75,"$6,458,256",$0,$0,753,40,50,66,78,78,92,135,99,97,0,0,0,0,377,50%,376,50%,4,1%,723,96%,16,2%,10,1%,0,0%,121,16%,3,0%,491,65%,40%,132,445,2,Non-Zoned,No preference for kids who live in the zone,No,No Data,None,718-341-8280,"233-15 MERRICK BOULEVARD, QUEENS NY 11422",1,0,Yes,Fully Accessible,No
699,29Q295,Q295,P.S./I.S. 295,343000000000.0,DOE,General Academic,K-8,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, 6, 7, 8, SE",7/1/2007,2007,11,1058705,201931,413,23,56800,4108130005,QN34,Queens Village                                                             ,Deon Lavigne-Jones,29,Q829,40.720617,-73.731398,18,127,18,14%,50,186,46,25%,60,579,63,0.10880829,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,18,10,56%,8,44%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,10,56%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,173,60%,147,52%,No,25,24,0,0,25,1,Gymnasium,Y,Inside,N,No,No,60,"$5,054,736",$0,$0,496,51,47,48,39,53,64,56,58,62,0,0,0,0,226,46%,270,54%,181,36%,119,24%,146,29%,33,7%,17,3%,83,17%,47,9%,384,77%,57%,99,370,2,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,None,718-464-1433,"222-14 JAMAICA AVENUE, QUEENS NY 11428",1,0,Yes,Fully Accessible,No
700,29Q360,Q360,P.S. 360,343000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, SE",7/1/2015,2015,3,1051832,195248,412,27,52000,4109750001,QN08,St. Albans                                                                 ,Rachel Thomas,29,Q829,40.702329,-73.756259,36,79,21,27%,50,140,47,34%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,21,8,38%,13,62%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,20,95%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Nan,Nan,Nan,Nan,No,0,25,0,0,22,1,Gym/Auditorium,N,Inside,Y,No,No,21,"$1,974,000",$0,$0,173,47,55,50,0,0,0,0,0,0,0,0,0,0,89,51%,84,49%,1,1%,165,95%,7,4%,0,0%,0,0%,16,9%,0,0%,104,60%,41%,81,137,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,None,718-776-7370,"199-10 112 AVENUE, QUEENS NY 11412",0,0,No,Not Accessible,No
701,30Q002,Q002,P.S. 002 Alfred Zimberg,343000000000.0,DOE,General Academic,Elementary,Yes,No,"K, 1, 2, 3, 4, 5, SE",7/1/1936,1936,82,1013581,219753,401,22,31700,4009710001,QN72,Steinway                                                                   ,Amy Goldman,30,Q830,40.769798,-73.894108,No Pre K,No Pre K,No Pre K,No Pre K,100,226,100,44%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,193,66%,198,68%,No,0,24,0,0,23,1,Gym/Auditorium,N,Inside,Y,Yes,No,63,"$6,100,245",$0,$0,568,96,87,80,87,119,99,0,0,0,0,0,0,0,267,47%,301,53%,111,20%,15,3%,208,37%,8,1%,226,40%,103,18%,96,17%,416,73%,61%,160,490,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-728-1459,"75-10 21 AVENUE, QUEENS NY 11370",1,1,No,Fully Accessible,Yes
702,30Q011,Q011,P.S. 011 Kathryn Phelan,343000000000.0,DOE,General Academic,Elementary,Yes,No,"K, 1, 2, 3, 4, 5, 6, SE",7/1/1952,1952,66,1009456,211124,402,26,25100,4012390001,QN63,Woodside                                                                   ,Elizabeth Pena Jorge,30,Q830,40.746127,-73.909032,No Pre K,No Pre K,No Pre K,No Pre K,110,325,157,48%,Nan,169,141,0.834319527,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,352,55%,352,55%,No,17,19,0,0,22,0,Gymnasium,N,Inside,N,Yes,No,119,"$10,438,828",$0,$0,1027,105,125,132,166,163,179,157,0,0,0,0,0,0,509,50%,518,50%,389,38%,23,2%,489,48%,27,3%,99,10%,201,20%,255,25%,695,68%,69%,126,744,2,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Zoned Waitlist,None,718-779-2090,"54-25 SKILLMAN AVENUE, QUEENS NY 11377",1,1,No,Fully Accessible,Yes
703,30Q017,Q017,P.S. 017 Henry David Thoreau,343000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1967,1967,51,1005705,219102,401,22,7100,4005940001,QN71,Old Astoria                                                                ,Rebecca Heyward,30,Q830,40.768034,-73.92254399999999,54,259,52,20%,88,279,108,39%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,54,31,57%,23,43%,9,17%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,35,65%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,7,13%,77,34%,71,31%,No,Redacted For Privacy Concerns,17,0,0,16,2,Multi-Purpose Classroom,Y,Inside,Y,Yes,Yes,72,"$6,242,090",$0,$0,547,73,95,87,85,84,69,0,0,0,0,0,0,0,260,48%,287,52%,82,15%,59,11%,294,54%,14,3%,98,18%,101,18%,133,24%,396,72%,76%,213,480,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,Spanish,718-278-1220,"28-37 29 STREET, QUEENS NY 11102",1,1,Yes,Not Accessible,No
704,30Q069,Q069,P.S. 069 Jackson Heights,343000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1924,1924,94,1015156,212106,403,25,28700,4012880001,QN28,Jackson Heights                                                            ,Martha Vazquez,30,Q830,40.748804,-73.88845699999999,54,407,54,13%,150,476,165,35%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,60,31,52%,29,48%,34,57%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,19,32%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,326,63%,318,61%,No,Redacted For Privacy Concerns,24,0,0,21,1,Gymnasium,Y,Inside,N,Yes,Yes,91,"$9,289,533",$0,$0,1033,146,138,148,197,169,175,0,0,0,0,0,0,0,537,52%,496,48%,512,50%,4,0%,414,40%,28,3%,75,7%,110,11%,222,21%,631,61%,64%,457,727,0,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,None,718-424-7700,"77-02 37 AVENUE, QUEENS NY 11372",1,1,Yes,Partially Accessible,No
705,30Q070,Q070,P.S. 070,343000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1924,1924,94,1008084,216819,401,22,14900,4006960014,QN70,Astoria                                                                    ,Donna Condiles Geller,30,Q830,40.761762,-73.913964,108,220,103,47%,175,241,147,61%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,93,56,60%,37,40%,11,12%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,39,42%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,37,40%,212,58%,216,57%,No,0,17,0,0,22,0,Multi-Purpose Classroom,Y,Inside,Y,Yes,Yes,86,"$8,848,847",$0,$0,880,125,134,147,131,123,127,0,0,0,0,0,0,0,416,47%,464,53%,137,16%,26,3%,373,42%,18,2%,326,37%,107,12%,192,22%,727,83%,73%,210,601,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-728-4646,"30-45 42 STREET, QUEENS NY 11103",1,1,Yes,Partially Accessible,Yes
706,30Q076,Q076,P.S. 076 William Hallet,343000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1966,1966,52,1000420,216485,401,26,3900,4003540001,QN68,Queensbridge-Ravenswood-Long Island City                                   ,Timothy Miller,30,Q830,40.760862,-73.94163,46,98,38,39%,83,122,84,69%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,47,25,53%,22,47%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,15,32%,22,47%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,7,15%,67,35%,67,35%,No,Redacted For Privacy Concerns,18,0,0,13,1,Gymnasium,Y,Inside,N,Yes,Yes,88,"$8,344,811",$0,$0,457,72,70,70,71,64,63,0,0,0,0,0,0,0,223,49%,234,51%,35,8%,146,32%,226,49%,10,2%,40,9%,150,33%,63,14%,350,77%,85%,258,383,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,Spanish,718-361-7464,"36-36 10 STREET, QUEENS NY 11106",2,0,Yes,Not Accessible,Yes
707,30Q078,Q078,P.S./I.S. 78Q,343000000000.0,DOE,General Academic,K-8,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, 6, 7, 8, SE",8/29/1997,1997,21,996116,210473,402,26,100,4000180001,QN31,Hunters Point-Sunnyside-West Maspeth                                       ,Louis Pavone,30,Q830,40.744368,-73.957177,36,271,36,13%,100,302,99,33%,Nan,59,50,0.847457627,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,34,17,50%,17,50%,8,24%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,19,56%,233,74%,198,68%,No,Redacted For Privacy Concerns,20,0,0,0,3,Gymnasium,Y,Inside,N,No,No,63,"$5,582,512","$9,695",$14,706,140,96,98,92,78,56,39,46,27,0,0,0,0,348,49%,358,51%,156,22%,26,4%,201,28%,41,6%,282,40%,77,11%,32,5%,190,27%,24%,66,130,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,None,718-392-5402,"48-09 CENTER BOULEVARD, QUEENS NY 11109",1,0,Yes,Fully Accessible,No
708,30Q084,Q084,P.S. 084 Steinway,343000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, 6, SE",7/1/1904,1904,114,1010254,220243,401,22,11900,4007940017,QN72,Steinway                                                                   ,John Buffa,30,Q830,40.771153999999996,-73.90611700000001,54,156,54,35%,50,182,74,41%,No Data,No Data,No Data,No Data,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,49,24,49%,25,51%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,20,41%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,22,45%,69,68%,62,61%,No,10,13,0,0,18,0,Multi-Purpose Non Classroom,N,Inside,Y,No,Yes,33,"$3,369,266",$0,$0,272,31,35,45,45,39,28,0,0,0,0,0,0,0,141,52%,131,48%,26,10%,19,7%,112,41%,4,1%,111,41%,42,15%,23,8%,153,56%,63%,74,196,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-278-1915,"22-45 41 STREET, QUEENS NY 11105",0,1,No,Not Accessible,No
709,30Q085,Q085,P.S. 085 Judge Charles Vallone,343000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1908,1908,110,1007782,220959,401,22,11500,4008420031,QN72,Steinway                                                                   ,Ann Gordon Chang,30,Q830,40.773126,-73.91503900000001,64,299,64,21%,75,482,75,16%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,66,38,58%,28,42%,9,14%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,20,30%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,36,55%,183,65%,166,59%,Yes,0,24,0,23,24,1,Gymnasium,N,Inside,N,Yes,Yes,68,"$6,394,427",$0,$0,657,95,105,101,84,88,118,0,0,0,0,0,0,0,320,49%,337,51%,115,18%,20,3%,193,29%,30,5%,299,46%,88,13%,81,12%,277,42%,50%,150,403,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",Yes,Yes,None,718-278-3630,"23-70 31 STREET, QUEENS NY 11105",1,0,No,Not Accessible,No
